timestamp,open,high,low,close
19/05/23 9:16,344.2,361.7,333.35,347.1
19/05/23 9:17,352.5,362.5,343.7,358.85
19/05/23 9:18,364.6,373.05,358.6,369
19/05/23 9:19,364.3,370.2,350.05,366.3
19/05/23 9:20,357.8,365.25,356.55,357.65
19/05/23 9:21,379.6,379.75,363.5,378.9
19/05/23 9:22,365.9,379.8,357.65,359.45
19/05/23 9:23,349.9,361.5,348.35,357.1
19/05/23 9:24,362.6,367.35,355.4,362.35
19/05/23 9:25,353.6,360.4,345,348.15
19/05/23 9:26,339.2,350.05,338.1,342.6
19/05/23 9:27,346.7,351.25,334.9,344.15
19/05/23 9:28,342.9,346.95,335.55,336.2
19/05/23 9:29,335.8,344.9,332.25,341.7
19/05/23 9:30,342.4,348.75,334.75,343.65
19/05/23 9:31,354.7,357.5,344.15,354.65
19/05/23 9:32,360.7,367.5,354.7,358.6
19/05/23 9:33,345.3,360.2,344.85,351.65
19/05/23 9:34,358,363.95,350.95,356.9
19/05/23 9:35,366.2,367.05,356.5,358.9
19/05/23 9:36,359.4,371.75,359.35,371
19/05/23 9:37,399.5,402.85,364.85,393.75
19/05/23 9:38,410.1,410.7,392.15,400.05
19/05/23 9:39,399,404.55,395.5,402.6
19/05/23 9:40,415.2,416.75,401.2,416.75
19/05/23 9:41,408.8,423.05,404.45,409.4
19/05/23 9:42,413.9,419.05,403.5,417.45
19/05/23 9:43,409.3,419,408.3,409.5
19/05/23 9:44,402.6,416.7,397.55,415.05
19/05/23 9:45,414.2,416,409.55,415
19/05/23 9:46,419.1,420,412.25,420
19/05/23 9:47,421,421.25,394.65,401.3
19/05/23 9:48,418.7,430.55,400,428.6
19/05/23 9:49,422.6,434.7,421.2,429.45
19/05/23 9:50,440.2,444.65,429.8,441.65
19/05/23 9:51,458.6,468.85,445.3,457.25
19/05/23 9:52,460.1,465.8,448.2,461.95
19/05/23 9:53,473.6,478,453.1,469.6
19/05/23 9:54,471.6,476.8,460.65,471.55
19/05/23 9:55,470.3,483.15,469,480
19/05/23 9:56,476.6,509.05,472.2,503.6
19/05/23 9:57,504.1,508.9,492.4,503.05
19/05/23 9:58,490.2,508.1,486.45,490.85
19/05/23 9:59,497.1,503.4,489,499.6
19/05/23 10:00,502.9,511.35,498.6,506.05
19/05/23 10:01,507.7,508.35,497.2,506.2
19/05/23 10:02,541,548,507.5,541.95
19/05/23 10:03,534.4,544.45,528.2,529.65
19/05/23 10:04,534.7,543,519.05,538.15
19/05/23 10:05,565,571.9,538.5,570.95
19/05/23 10:06,581.4,593,560.7,560.7
19/05/23 10:07,556.5,565.4,535.7,552.5
19/05/23 10:08,548.6,561.4,542.95,559.25
19/05/23 10:09,561.7,566.25,551.15,563.85
19/05/23 10:10,579.4,580.65,561.85,567.6
19/05/23 10:11,567,568.8,535,543.5
19/05/23 10:12,538.5,543.3,505.1,505.1
19/05/23 10:13,536,544.45,512.45,531.35
19/05/23 10:14,536.6,543.05,525.6,530.75
19/05/23 10:15,536.6,536.75,518.05,521.55
19/05/23 10:16,518.7,528.55,503.8,509.6
19/05/23 10:17,515.4,516.75,508.05,514.4
19/05/23 10:18,496.8,519.95,492.7,494.7
19/05/23 10:19,508.4,511.85,493.8,508.95
19/05/23 10:20,510.5,536,504,536
19/05/23 10:21,534.4,537.1,518.4,530.7
19/05/23 10:22,517,528.75,516.05,522
19/05/23 10:23,529.8,538.4,523.7,532.4
19/05/23 10:24,550.3,553.4,537.95,547.8
19/05/23 10:25,521.3,547.15,514.35,521.35
19/05/23 10:26,522,537.65,520,524.4
19/05/23 10:27,514.4,524.2,510.8,514.75
19/05/23 10:28,513.3,521.5,505.65,514.2
19/05/23 10:29,513.6,519.95,506,511
19/05/23 10:30,498.1,510.45,486.7,488.4
19/05/23 10:31,489.7,502,477.55,500
19/05/23 10:32,495.2,497,475,488.2
19/05/23 10:33,484.5,494.6,483.35,486.2
19/05/23 10:34,494.4,497,481.6,491.65
19/05/23 10:35,498.7,503,485,491.2
19/05/23 10:36,504,505.75,490.8,494.1
19/05/23 10:37,491.6,499.5,489.9,495.45
19/05/23 10:38,502.5,510.05,498,502.45
19/05/23 10:39,512,520,502.3,514.45
19/05/23 10:40,514.1,545.4,512.95,544.5
19/05/23 10:41,543,567.3,540.15,554.7
19/05/23 10:42,533.1,552.45,532,532
19/05/23 10:43,542.4,545,520,541.55
19/05/23 10:44,539.9,541.2,521,525.1
19/05/23 10:45,533,534.85,525.6,533.15
19/05/23 10:46,524.8,536,511.25,515.55
19/05/23 10:47,517.1,523.75,511.75,516.85
19/05/23 10:48,517.1,526.85,515.5,520.8
19/05/23 10:49,514.4,524.5,507.4,514.85
19/05/23 10:50,516.4,524.8,513.2,517.4
19/05/23 10:51,502.3,524.4,502,514.6
19/05/23 10:52,518.7,519,508.6,508.6
19/05/23 10:53,509.1,511.95,504.3,506.5
19/05/23 10:54,519.7,525,506.5,516.6
19/05/23 10:55,512,521.05,510.1,519.7
19/05/23 10:56,511.6,523.6,511.4,523.1
19/05/23 10:57,515.1,526,514.95,522.95
19/05/23 10:58,512.4,525.75,503.7,510.35
19/05/23 10:59,504,514.8,500.25,506
19/05/23 11:00,505.2,509,498.95,502
19/05/23 11:01,498.2,501.35,489.35,500.1
19/05/23 11:02,495.6,507.6,494.3,495.3
19/05/23 11:03,496.2,508.5,496,504.95
19/05/23 11:04,506,506.15,501,503.8
19/05/23 11:05,499.1,504.7,498.4,502.55
19/05/23 11:06,497,503.1,493.7,498.4
19/05/23 11:07,501.2,514.45,497.4,513.45
19/05/23 11:08,511.8,514,503,508.4
19/05/23 11:09,515,515.6,504,515.05
19/05/23 11:10,518.3,523.45,509.3,513.4
19/05/23 11:11,511.5,517.5,504.65,504.65
19/05/23 11:12,499.6,508.05,498.75,506.7
19/05/23 11:13,510.2,511.95,494.9,500.25
19/05/23 11:14,498.4,500.6,486,487
19/05/23 11:15,472.8,492.3,472.55,476.55
19/05/23 11:16,484.5,495,471.35,494.45
19/05/23 11:17,475.6,495.9,473.15,475.5
19/05/23 11:18,462.8,467.75,450,450
19/05/23 11:19,439.8,447.75,437.9,446.95
19/05/23 11:20,442.8,443.45,427.1,435.55
19/05/23 11:21,454.6,458.4,434.75,454.2
19/05/23 11:22,455.3,460,447.3,449.1
19/05/23 11:23,446.9,467.8,445.35,457.5
19/05/23 11:24,459.1,465.05,444.55,448.2
19/05/23 11:25,462.3,468.75,443.5,465.4
19/05/23 11:26,474.2,479.8,461.95,472.15
19/05/23 11:27,472.5,492.05,469.35,485.05
19/05/23 11:28,485.5,496.95,478.5,496.3
19/05/23 11:29,497.9,499.75,489.1,493.75
19/05/23 11:30,497.5,501.7,495.3,496.6
19/05/23 11:31,492.2,501.65,491.85,498.5
19/05/23 11:32,510.7,513.2,505,512.6
19/05/23 11:33,521.7,524.8,510.8,510.8
19/05/23 11:34,503.2,511.85,496.15,500.1
19/05/23 11:35,504,510.5,502.65,506.75
19/05/23 11:36,507,509,500,501.2
19/05/23 11:37,501,513.4,499.45,513.4
19/05/23 11:38,514.1,518,509.05,510.4
19/05/23 11:39,513.8,514.6,501.9,506.75
19/05/23 11:40,513.4,514,506.1,508.15
19/05/23 11:41,498.2,509.8,493.5,494.65
19/05/23 11:42,485.6,496.9,482.4,488.15
19/05/23 11:43,492.6,498.7,486.8,498.4
19/05/23 11:44,491.7,501.75,491.05,492.05
19/05/23 11:45,489.8,491,475,479.65
19/05/23 11:46,473.1,480.3,469.65,477.9
19/05/23 11:47,472.5,474.95,466.15,468
19/05/23 11:48,459.6,468.7,459,462.8
19/05/23 11:49,473.7,480.65,463.2,472.2
19/05/23 11:50,481.2,485.7,469.3,484.15
19/05/23 11:51,483,484.9,467.75,470
19/05/23 11:52,469.9,477.2,465,476.4
19/05/23 11:53,478.1,479.2,470.05,473.25
19/05/23 11:54,466.3,472.5,465,466.15
19/05/23 11:55,470.8,471.1,465,470.65
19/05/23 11:56,466.2,469.1,450.75,455.7
19/05/23 11:57,465.7,466.25,458.85,462
19/05/23 11:58,457.6,462.55,456,456.85
19/05/23 11:59,458.4,460.8,449.35,453
19/05/23 12:00,450.3,458.35,442,445
19/05/23 12:01,436.2,448,432.45,435.55
19/05/23 12:02,444.9,445.6,435.6,445.6
19/05/23 12:03,443.6,453.7,442.95,448.55
19/05/23 12:04,451.2,454.2,442.3,443.25
19/05/23 12:05,442.7,448.7,440.45,441.2
19/05/23 12:06,446.6,454.25,439.75,449.6
19/05/23 12:07,445,449.7,443.35,443.9
19/05/23 12:08,448.6,452.7,444.2,444.95
19/05/23 12:09,448.2,450.9,446.05,448.95
19/05/23 12:10,446.3,450.6,442.4,448
19/05/23 12:11,446.8,458.9,446,457.4
19/05/23 12:12,466.4,473.9,460,471.95
19/05/23 12:13,477.7,478,468.05,470.95
19/05/23 12:14,461.5,472,458.2,470.2
19/05/23 12:15,475.6,475.95,467,470.5
19/05/23 12:16,471.5,475.2,467.1,471.2
19/05/23 12:17,475.6,477.1,469.4,473.85
19/05/23 12:18,473.7,478.5,471.6,474.35
19/05/23 12:19,468.8,478.9,468,475.6
19/05/23 12:20,472.2,479.95,470,471.95
19/05/23 12:21,469,472.95,451.5,451.5
19/05/23 12:22,451.5,462,450.85,460.15
19/05/23 12:23,475,485.9,460.95,485.9
19/05/23 12:24,483.1,492.25,475.1,482
19/05/23 12:25,473.2,488.75,471.5,476.2
19/05/23 12:26,462.9,478.6,459.05,464.9
19/05/23 12:27,475.6,476.35,461.55,475.4
19/05/23 12:28,478.7,487.55,475.05,480.3
19/05/23 12:29,482.6,487.2,474,478.7
19/05/23 12:30,471.6,479.4,470.65,474.75
19/05/23 12:31,486.7,487.25,469.2,484
19/05/23 12:32,505.5,520,481.8,508.8
19/05/23 12:33,514.9,515.6,499,508.75
19/05/23 12:34,509.2,517.4,506.25,515.7
19/05/23 12:35,516.8,522.1,512.95,521.2
19/05/23 12:36,526.3,526.35,507.5,508.6
19/05/23 12:37,505.9,511.5,499.5,502.9
19/05/23 12:38,508.1,509.4,494.4,507.1
19/05/23 12:39,506.2,516.3,503.75,512.6
19/05/23 12:40,528.4,539.7,514.35,537.2
19/05/23 12:41,528.3,549,516.7,517.55
19/05/23 12:42,518.7,519.2,501.6,504
19/05/23 12:43,501.5,511.3,501,504.4
19/05/23 12:44,498,507.6,496,506.6
19/05/23 12:45,501.7,505.4,495.65,501.85
19/05/23 12:46,504.1,512.5,497.45,509.5
19/05/23 12:47,507.3,508.1,497.5,500.2
19/05/23 12:48,482.5,501.5,477.25,482
19/05/23 12:49,475.9,482.2,468,474.45
19/05/23 12:50,483,485.5,475.6,484.35
19/05/23 12:51,480.2,482.3,469.95,476
19/05/23 12:52,485.1,490.95,477.9,489.45
19/05/23 12:53,485.4,489.95,480.8,489.2
19/05/23 12:54,479.8,489,468.4,474.35
19/05/23 12:55,476,483.25,472.7,482.7
19/05/23 12:56,479.2,488.25,479,479.5
19/05/23 12:57,482.9,485,475.65,483.2
19/05/23 12:58,486.9,489.7,475.6,486.45
19/05/23 12:59,487.1,488,477.8,486
19/05/23 13:00,489.6,496.85,484,485.45
19/05/23 13:01,476.8,485.35,476.4,484.4
19/05/23 13:02,476.5,486.4,472,482
19/05/23 13:03,478.4,481.4,472,478.6
19/05/23 13:04,470.3,481.2,453.6,453.6
19/05/23 13:05,461,461.4,448.15,456
19/05/23 13:06,460.2,461.3,448.05,455.6
19/05/23 13:07,444.4,456.95,439.2,447.6
19/05/23 13:08,451.9,467.4,448.35,465
19/05/23 13:09,463.6,474,460.5,473.75
19/05/23 13:10,467.8,475.2,465,465
19/05/23 13:11,478.4,479.7,465.65,474.65
19/05/23 13:12,483.9,485.7,470.45,482.8
19/05/23 13:13,484.2,495,482.15,489.4
19/05/23 13:14,485.5,495.55,484.75,485
19/05/23 13:15,480.5,484,465.4,471.1
19/05/23 13:16,444.7,468.6,440,444.15
19/05/23 13:17,454.3,455,445.8,450.2
19/05/23 13:18,445.5,461.45,445.35,459.55
19/05/23 13:19,459.9,464.95,453,456.05
19/05/23 13:20,460.4,460.65,455,457.7
19/05/23 13:21,456.1,461.75,453.8,458.95
19/05/23 13:22,456,461.45,453.6,459.45
19/05/23 13:23,460.7,461.9,455.2,458.2
19/05/23 13:24,450.6,457.85,448.1,456.85
19/05/23 13:25,467,470.45,451.25,469.8
19/05/23 13:26,472.3,478.65,471.65,478.6
19/05/23 13:27,478.3,481.05,474.35,479.55
19/05/23 13:28,469.6,481.8,465.4,468.9
19/05/23 13:29,467.3,479.8,466.9,479.8
19/05/23 13:30,480.8,482.15,475.1,479.35
19/05/23 13:31,482.4,487.6,477.3,480.4
19/05/23 13:32,478,480.25,466.75,476.1
19/05/23 13:33,483,483.15,476,476
19/05/23 13:34,480.5,489.45,476.55,482
19/05/23 13:35,481.9,488.4,480.05,482.3
19/05/23 13:36,484.3,489.6,479,483.85
19/05/23 13:37,483.9,489.35,478.4,488.5
19/05/23 13:38,493.8,501.25,487.5,495.75
19/05/23 13:39,498,508.6,490.75,505.2
19/05/23 13:40,501.4,506.5,500,501.4
19/05/23 13:41,513,515,502.95,506.9
19/05/23 13:42,501.2,505.5,484,490
19/05/23 13:43,487.3,495.65,481.3,486.55
19/05/23 13:44,478.3,488.9,475.5,482.2
19/05/23 13:45,482.5,492,480.2,491.6
19/05/23 13:46,485.6,492,485.45,485.45
19/05/23 13:47,499.4,502.25,485.75,499.05
19/05/23 13:48,493.6,499.7,490.35,494.75
19/05/23 13:49,500.2,500.3,491.95,497.2
19/05/23 13:50,497.1,499.15,488.35,488.4
19/05/23 13:51,480.4,493.3,478.25,489.5
19/05/23 13:52,487.4,493,474.65,478
19/05/23 13:53,474.9,477.1,460.65,462.1
19/05/23 13:54,462.9,471.45,457.9,468.8
19/05/23 13:55,468,472.3,462.7,465
19/05/23 13:56,463.5,464.7,452.2,452.2
19/05/23 13:57,446.9,457.05,437.2,437.2
19/05/23 13:58,433.9,439.25,427.55,439
19/05/23 13:59,434.5,439.8,429.6,430.8
19/05/23 14:00,438.8,444.95,425.35,438.25
19/05/23 14:01,432.3,435.6,396.9,397.45
19/05/23 14:02,408.6,408.8,394.9,404.45
19/05/23 14:03,404.2,405.75,386.75,395.45
19/05/23 14:04,402.3,405,389.05,402.1
19/05/23 14:05,403,413.7,394.25,394.35
19/05/23 14:06,387.7,392.7,370.2,377.25
19/05/23 14:07,383,386.95,371.85,386.95
19/05/23 14:08,389,396.5,383.7,383.7
19/05/23 14:09,386.3,393.2,379.2,385.5
19/05/23 14:10,397.7,399.75,387.5,398.2
19/05/23 14:11,396.8,399.95,382.5,388.6
19/05/23 14:12,404.8,412,390.45,411.85
19/05/23 14:13,407.5,425,406.2,424.4
19/05/23 14:14,411.3,422.3,398.55,398.85
19/05/23 14:15,399.8,404.05,373.65,373.65
19/05/23 14:16,354.9,387,353.15,363.5
19/05/23 14:17,356.5,373.1,355.55,370.9
19/05/23 14:18,371.4,383.65,365.85,377.15
19/05/23 14:19,366,383.65,357.45,357.45
19/05/23 14:20,357.7,380.1,356.55,370.8
19/05/23 14:21,362.7,370.15,358.65,364.15
19/05/23 14:22,366,372.05,360.25,360.25
19/05/23 14:23,366.1,368.1,360.25,360.25
19/05/23 14:24,357.1,366.5,351.95,363.25
19/05/23 14:25,359,371.45,351,366.8
19/05/23 14:26,367,372,354.7,360.15
19/05/23 14:27,353.1,361.55,352.75,355.5
19/05/23 14:28,359.7,362.2,355.55,360.65
19/05/23 14:29,365.2,372.6,355.5,369
19/05/23 14:30,374,376,363.75,363.75
19/05/23 14:31,362.7,367.9,358.7,367.9
19/05/23 14:32,374.6,375.65,360.55,374.35
19/05/23 14:33,364,384.3,356.35,364.05
19/05/23 14:34,363.4,377.2,361.25,367.35
19/05/23 14:35,363.3,372.05,361.3,365.2
19/05/23 14:36,339.4,367.95,334.8,346.25
19/05/23 14:37,334.6,345.9,334.3,345.9
19/05/23 14:38,350.1,354,336.75,351
19/05/23 14:39,345.2,359.15,343,349.15
19/05/23 14:40,345.9,354.35,342.65,345.65
19/05/23 14:41,338.8,347.1,326.15,326.45
19/05/23 14:42,336.8,340.5,324.75,330.45
19/05/23 14:43,319.9,336.2,315.95,321.65
19/05/23 14:44,323,329.3,318,328.6
19/05/23 14:45,327.6,329.7,322.6,325.15
19/05/23 14:46,326.7,328.4,315.5,328
19/05/23 14:47,318.1,333.9,311.9,312
19/05/23 14:48,313.6,319.3,309.2,309.25
19/05/23 14:49,313.7,317.25,309.7,315.7
19/05/23 14:50,314.7,323.7,314.4,322.25
19/05/23 14:51,316.6,330.6,316,322.45
19/05/23 14:52,324.2,327.35,320.75,325.1
19/05/23 14:53,320.9,326.55,320.9,323.9
19/05/23 14:54,330.5,333.35,318.3,332
19/05/23 14:55,340.6,342.7,332.45,334.65
19/05/23 14:56,327.4,334.2,314.45,317.25
19/05/23 14:57,317,324.35,312.5,314.8
19/05/23 14:58,316.1,327,312.05,317.45
19/05/23 14:59,312.2,318.75,306.1,318.7
19/05/23 15:00,320.4,324.75,315.15,321.7
19/05/23 15:01,331,336,300.35,332.85
19/05/23 15:02,315,327.55,301.8,321.5
19/05/23 15:03,311.7,319.4,309.15,311.45
19/05/23 15:04,302.2,318,300.85,302.5
19/05/23 15:05,304.2,305.2,297.95,303.4
19/05/23 15:06,306.1,309,293.55,302.85
19/05/23 15:07,296.4,305.15,296.2,301.9
19/05/23 15:08,301.3,304.15,295.05,295.6
19/05/23 15:09,291,297.65,287.6,291.65
19/05/23 15:10,288.7,291.35,284.1,284.1
19/05/23 15:11,279,284.35,263.85,265.9
19/05/23 15:12,270.2,271.15,257.1,264.4
19/05/23 15:13,260.1,266.4,257.5,265.1
19/05/23 15:14,264.4,267.25,257.8,259.7
19/05/23 15:15,261,271.2,260,268.95
19/05/23 15:16,268.1,274.2,261.3,261.3
19/05/23 15:17,264.8,268.15,262.4,262.65
19/05/23 15:18,255.6,264.2,255.35,255.5
19/05/23 15:19,250.2,255.7,245.1,247.95
19/05/23 15:20,247.2,251.9,245.05,247.15
19/05/23 15:21,250.8,257.9,247.9,254.15
19/05/23 15:22,255.9,262.15,254.45,262
19/05/23 15:23,263.1,264.45,258.05,261.65
19/05/23 15:24,261.8,262.9,258.95,260.7
19/05/23 15:25,258,263.1,251.75,259
19/05/23 15:26,262.6,264,258,263.85
19/05/23 15:27,263,263.9,259.8,263
19/05/23 15:28,257.5,263.1,255.6,255.65
19/05/23 15:29,258.2,260,255.9,256.6